,Identifier,primer_start,primer_end,adaptor_start,adaptor_end
11532,GGBKTAO02BV6FF,1,21,NA,NA
11533,GGBKTAO02BZX6H,1,21,NA,NA
11534,GGBKTAO02BNNQM,1,21,NA,NA
11535,GGBKTAO02BMFIC,1,21,505,524
11536,GGBKTAO02BU7LM,NA,NA,NA,NA
11537,GGBKTAO02BTPVF,NA,NA,NA,NA
11538,GGBKTAO02BZ4I9,NA,NA,NA,NA
11539,GGBKTAO02BSA9B,1,21,NA,NA
11540,GGBKTAO02BWPCN,1,21,NA,NA
11541,GGBKTAO02BN3ME,1,21,317,336
11542,GGBKTAO02BPXYU,1,21,NA,NA
11543,GGBKTAO02BLZOV,1,21,NA,NA
11544,GGBKTAO02BPEVW,1,21,NA,NA
11545,GGBKTAO02BVDYI,1,21,NA,NA
11546,GGBKTAO02BST5D,NA,NA,NA,NA
11547,GGBKTAO02BYZGQ,NA,NA,NA,NA
11548,GGBKTAO02BLTGO,1,21,NA,NA
11549,GGBKTAO02BNXAE,1,21,NA,NA
11550,GGBKTAO02BTZEG,1,21,310,329
11551,GGBKTAO02BWPAW,1,21,NA,NA
11552,GGBKTAO02BYS7U,1,21,NA,NA
11553,GGBKTAO02BN6SZ,1,21,317,336
11554,GGBKTAO02BMU79,1,21,NA,NA
11555,GGBKTAO02BN0HQ,NA,NA,NA,NA
11556,GGBKTAO02BPX07,1,21,NA,NA
11557,GGBKTAO02BVTPG,1,21,297,316
11558,GGBKTAO02BY2PM,NA,NA,NA,NA
11559,GGBKTAO02BX0OQ,1,21,NA,NA
11560,GGBKTAO02BLJVZ,1,21,310,329
11561,GGBKTAO02BWCKZ,NA,NA,NA,NA
11562,GGBKTAO02BMLWO,1,21,NA,NA
11563,GGBKTAO02BPUUY,NA,NA,NA,NA
11564,GGBKTAO02B0G7Q,1,21,161,180
11565,GGBKTAO02BLWM1,1,21,NA,NA
11566,GGBKTAO02BU09R,1,21,NA,NA
11567,GGBKTAO02BYV8B,1,21,361,380
11568,GGBKTAO02B0TXI,NA,NA,NA,NA
11569,GGBKTAO02BOPQ5,1,21,NA,NA
11570,GGBKTAO02BV6ER,NA,NA,NA,NA
11571,GGBKTAO02B0TS5,1,21,NA,NA
11572,GGBKTAO02BLM18,1,21,NA,NA
11573,GGBKTAO02BN3NX,1,21,NA,NA
11574,GGBKTAO02B0NHD,1,21,NA,NA
11575,GGBKTAO02BNKNH,1,21,NA,NA
11576,GGBKTAO02B1FWZ,NA,NA,NA,NA
11577,GGBKTAO02BULH3,NA,NA,NA,NA
11578,GGBKTAO02BVJ79,1,21,NA,NA
11579,GGBKTAO02BTZBW,1,21,NA,NA
11580,GGBKTAO02BTMOR,1,21,NA,NA
11581,GGBKTAO02BMR8U,1,21,NA,NA
11582,GGBKTAO02BZID0,1,21,NA,NA
11583,GGBKTAO02BVASZ,1,21,NA,NA
11584,GGBKTAO02B0TWY,1,21,NA,NA
11585,GGBKTAO02BR72H,1,21,NA,NA
11586,GGBKTAO02BWYQK,1,21,NA,NA
11587,GGBKTAO02BTJFC,1,21,NA,NA
11588,GGBKTAO02BLTFY,1,21,NA,NA
11589,GGBKTAO02BZ4GV,1,21,NA,NA
11590,GGBKTAO02BOC0P,NA,NA,NA,NA
11591,GGBKTAO02BOVXP,1,21,209,228
11592,GGBKTAO02B0DYK,1,21,NA,NA
11593,GGBKTAO02BTSYC,1,21,NA,NA
11594,GGBKTAO02BZU3D,NA,NA,NA,NA
11595,GGBKTAO02BS90S,1,21,NA,NA
11596,GGBKTAO02B0J9X,1,21,NA,NA
11597,GGBKTAO02BPH3Z,1,21,NA,NA
11598,GGBKTAO02BV9FW,1,21,NA,NA
11599,GGBKTAO02BTV7T,1,21,NA,NA
11600,GGBKTAO02BTZC1,1,21,NA,NA
11601,GGBKTAO02BMLR5,NA,NA,NA,NA
11602,GGBKTAO02BLTDW,1,21,NA,NA
11603,GGBKTAO02BP03C,NA,NA,NA,NA
11604,GGBKTAO02BUBVG,1,21,279,298
11605,GGBKTAO02BWVPD,NA,NA,NA,NA
11606,GGBKTAO02BSKQ1,1,21,NA,NA
11607,GGBKTAO02BXBCO,1,21,NA,NA
11608,GGBKTAO02BY8Z5,1,21,NA,NA
11609,GGBKTAO02BST9L,NA,NA,NA,NA
11610,GGBKTAO02BL528,1,21,NA,NA
11611,GGBKTAO02BYV9G,NA,NA,NA,NA
11612,GGBKTAO02BQWQ4,NA,NA,NA,NA
11613,GGBKTAO02BQALR,1,21,NA,NA
11614,GGBKTAO02BZ7RV,1,21,NA,NA
11615,GGBKTAO02BRVF4,1,21,301,320
11616,GGBKTAO02BMU9O,1,21,NA,NA
11617,GGBKTAO02BTC4F,1,21,NA,NA
11618,GGBKTAO02BSXC5,NA,NA,NA,NA
11619,GGBKTAO02B0QK0,1,21,506,525
11620,GGBKTAO02BRIU2,1,21,NA,NA
11621,GGBKTAO02BQM4W,1,21,NA,NA
11622,GGBKTAO02BWL11,1,21,NA,NA
11623,GGBKTAO02B1YWM,1,21,NA,NA
11624,GGBKTAO02B15CF,1,21,NA,NA
11625,GGBKTAO02BL537,1,21,NA,NA
11626,GGBKTAO02BMFH1,1,21,NA,NA
11627,GGBKTAO02BNHDC,1,21,317,336
11628,GGBKTAO02BL2R8,1,21,NA,NA
11629,GGBKTAO02BMCFH,1,21,359,378
11630,GGBKTAO02B1VPY,1,21,316,335
11631,GGBKTAO02B0D2Q,1,21,NA,NA
11632,GGBKTAO02BU7I8,1,21,NA,NA
11633,GGBKTAO02BR73H,1,21,NA,NA
11634,GGBKTAO02BY2JB,NA,NA,NA,NA
11635,GGBKTAO02BQ55N,1,21,NA,NA
11636,GGBKTAO02BS3PJ,NA,NA,NA,NA
11637,GGBKTAO02BTMQ2,1,21,NA,NA
11638,GGBKTAO02BLMY9,1,21,317,336
11639,GGBKTAO02BV288,1,21,NA,NA
11640,GGBKTAO02BNXBW,1,21,NA,NA
11641,GGBKTAO02BY2KY,1,21,NA,NA
11642,GGBKTAO02BVJ7R,1,21,NA,NA
11643,GGBKTAO02BV6DJ,NA,NA,NA,NA
11644,GGBKTAO02BS0L9,NA,NA,NA,NA
11645,GGBKTAO02BOMHU,NA,NA,NA,NA
11646,GGBKTAO02BLZOK,1,21,NA,NA
11647,GGBKTAO02BZB4P,1,21,NA,NA
11648,GGBKTAO02BVNAP,NA,NA,NA,NA
11649,GGBKTAO02BQZVQ,1,21,NA,NA
11650,GGBKTAO02BNW76,1,21,NA,NA
11651,GGBKTAO02BQZVI,1,21,NA,NA
11652,GGBKTAO02BSXD6,NA,NA,NA,NA
11653,GGBKTAO02BWPC2,1,21,NA,NA
11654,GGBKTAO02BTY8K,1,21,NA,NA
11655,GGBKTAO02BOSQ9,1,21,NA,NA
11656,GGBKTAO02BO8LL,NA,NA,283,302
11657,GGBKTAO02BZRUT,1,21,NA,NA
11658,GGBKTAO02BTMQI,1,21,212,231
11659,GGBKTAO02B146Z,1,21,301,320
11660,GGBKTAO02BYWC9,1,21,363,382
11661,GGBKTAO02BRIWR,NA,NA,NA,NA
11662,GGBKTAO02BP36L,1,21,NA,NA
11663,GGBKTAO02BMO24,1,21,NA,NA
11664,GGBKTAO02BL524,NA,NA,NA,NA
11665,GGBKTAO02BR76I,NA,NA,NA,NA
11666,GGBKTAO02BTMMI,NA,NA,NA,NA
11667,GGBKTAO02BTJJN,1,21,NA,NA
11668,GGBKTAO02BYS53,NA,NA,NA,NA
11669,GGBKTAO02BPX0F,1,21,NA,NA
11670,GGBKTAO02BUOKW,NA,NA,NA,NA
11671,GGBKTAO02BQGTJ,1,21,317,336
11672,GGBKTAO02BXQ6Z,NA,NA,NA,NA
11673,GGBKTAO02BNA7X,1,21,317,336
11674,GGBKTAO02BST93,1,21,NA,NA
11675,GGBKTAO02BT8RE,1,21,317,336
11676,GGBKTAO02BVZ0A,NA,NA,NA,NA
11677,GGBKTAO02BURPE,1,21,317,336
11678,GGBKTAO02BLJYO,1,21,NA,NA
11679,GGBKTAO02BMR6Y,NA,NA,NA,NA
11680,GGBKTAO02BQQF8,NA,NA,NA,NA
11681,GGBKTAO02BLQBS,1,21,NA,NA
11682,GGBKTAO02BS3OX,NA,NA,NA,NA
11683,GGBKTAO02B0G7U,1,21,NA,NA
11684,GGBKTAO02BMFJW,NA,NA,NA,NA
11685,GGBKTAO02BVJ4Z,NA,NA,NA,NA
11686,GGBKTAO02BLTAU,1,21,NA,NA
11687,GGBKTAO02BNEA7,1,21,NA,NA
11688,GGBKTAO02BSXBF,NA,NA,NA,NA
11689,GGBKTAO02BST86,NA,NA,NA,NA
11690,GGBKTAO02BNA3K,1,21,NA,NA
11691,GGBKTAO02BXN0Y,1,21,NA,NA
11692,GGBKTAO02BXUAI,1,21,NA,NA
11693,GGBKTAO02BNKJD,1,21,327,346
11694,GGBKTAO02BZ1D2,1,21,NA,NA
11695,GGBKTAO02BMIM1,1,21,NA,NA
11696,GGBKTAO02BZB7F,1,21,317,336
11697,GGBKTAO02BVNCV,1,21,NA,NA
11698,GGBKTAO02BY2JQ,NA,NA,NA,NA
11699,GGBKTAO02BQ55Y,NA,NA,NA,NA
11700,GGBKTAO02BMYGG,1,21,NA,NA
11701,GGBKTAO02BMYEW,1,21,NA,NA
11702,GGBKTAO02BM7Y0,1,21,NA,NA
11703,GGBKTAO02BOC42,1,21,298,317
11704,GGBKTAO02BN6O9,1,21,NA,NA
11705,GGBKTAO02BSA8B,1,21,NA,NA
11706,GGBKTAO02BL2VQ,1,21,NA,NA
11707,GGBKTAO02BQDOT,NA,NA,NA,NA
11708,GGBKTAO02BL5X6,1,21,NA,NA
11709,GGBKTAO02BXN2I,1,21,301,320
11710,GGBKTAO02BZ4MY,1,21,NA,NA
11711,GGBKTAO02BOVYH,1,21,NA,NA
11712,GGBKTAO02BUX49,1,21,NA,NA
11713,GGBKTAO02BX6ZW,NA,NA,NA,NA
11714,GGBKTAO02BRYJU,1,21,317,336
11715,GGBKTAO02BYS20,NA,NA,NA,NA
11716,GGBKTAO02BM4U3,1,21,NA,NA
11717,GGBKTAO02BRO43,1,21,NA,NA
11718,GGBKTAO02B0G4E,NA,NA,NA,NA
11719,GGBKTAO02BRL1X,1,21,NA,NA
11720,GGBKTAO02BUE65,1,21,NA,NA
11721,GGBKTAO02BUUXK,1,21,NA,NA
11722,GGBKTAO02B0W0I,NA,NA,NA,NA
11723,GGBKTAO02B0WZ7,1,21,NA,NA
11724,GGBKTAO02BTS2H,1,21,NA,NA
11725,GGBKTAO02BZU1D,1,21,300,319
11726,GGBKTAO02B0NHW,1,21,NA,NA
11727,GGBKTAO02BQ21R,1,21,NA,NA
11728,GGBKTAO02BUIAE,1,21,NA,NA
11729,GGBKTAO02BLM4T,1,21,NA,NA
11730,GGBKTAO02BNQXW,1,21,NA,NA
11731,GGBKTAO02BLMZR,1,21,NA,NA
11732,GGBKTAO02BV9IJ,NA,NA,NA,NA
11733,GGBKTAO02BQDT8,1,21,NA,NA
11734,GGBKTAO02B1126,NA,NA,NA,NA
11735,GGBKTAO02BNW8Z,1,21,NA,NA
11736,GGBKTAO02BQDQY,NA,NA,NA,NA
11737,GGBKTAO02BNHIX,NA,NA,NA,NA
11738,GGBKTAO02BM70Q,1,21,NA,NA
11739,GGBKTAO02BPOD7,1,21,NA,NA
11740,GGBKTAO02BQ231,1,21,NA,NA
11741,GGBKTAO02BUICV,1,21,NA,NA
11742,GGBKTAO02BR4XK,1,21,316,335
11743,GGBKTAO02BPRL3,1,21,NA,NA
11744,GGBKTAO02BOML9,1,21,508,527
11745,GGBKTAO02BOV0V,NA,NA,NA,NA
11746,GGBKTAO02BWO72,NA,NA,NA,NA
11747,GGBKTAO02BTV36,NA,NA,NA,NA
11748,GGBKTAO02BMYEA,1,21,NA,NA
11749,GGBKTAO02BRVFR,NA,NA,NA,NA
11750,GGBKTAO02BPEZT,NA,NA,NA,NA
11751,GGBKTAO02BRYOX,1,21,NA,NA
11752,GGBKTAO02B1FZ6,1,21,NA,NA
11753,GGBKTAO02BMFH5,NA,NA,NA,NA
11754,GGBKTAO02B0AWS,1,21,NA,NA
11755,GGBKTAO02BO5ID,1,21,301,320
11756,GGBKTAO02BZ4H1,NA,NA,NA,NA
11757,GGBKTAO02BU4B3,1,21,NA,NA
11758,GGBKTAO02BQNAT,1,21,NA,NA
11759,GGBKTAO02BOV29,1,21,NA,NA
11760,GGBKTAO02BY5VG,1,21,NA,NA
11761,GGBKTAO02BUH8M,1,21,317,336
11762,GGBKTAO02BZE61,1,21,NA,NA
11763,GGBKTAO02BVWSX,NA,NA,NA,NA
11764,GGBKTAO02BVJ58,NA,NA,NA,NA
11765,GGBKTAO02B0AXT,NA,NA,NA,NA
11766,GGBKTAO02BWVN9,1,21,NA,NA
11767,GGBKTAO02BP039,NA,NA,NA,NA
11768,GGBKTAO02B0ATU,1,21,NA,NA
11769,GGBKTAO02BY8VH,1,21,NA,NA
11770,GGBKTAO02BN3K6,1,21,NA,NA
11771,GGBKTAO02BLJTM,1,21,NA,NA
11772,GGBKTAO02BNKL5,1,21,NA,NA
11773,GGBKTAO02BL2TO,1,21,NA,NA
11774,GGBKTAO02B0Z6K,1,21,301,320
11775,GGBKTAO02BUBWC,1,21,NA,NA
11776,GGBKTAO02BYWDV,1,21,NA,NA
11777,GGBKTAO02B146W,1,21,NA,NA
11778,GGBKTAO02BSEHB,1,21,301,320
11779,GGBKTAO02B06JD,1,21,308,327
11780,GGBKTAO02BOMGI,1,21,NA,NA
11781,GGBKTAO02BXXJW,1,21,NA,NA
11782,GGBKTAO02BQ22Z,NA,NA,NA,NA
11783,GGBKTAO02BW774,NA,NA,NA,NA
11784,GGBKTAO02BLP5E,1,21,NA,NA
11785,GGBKTAO02BP38U,1,21,NA,NA
11786,GGBKTAO02BPLBZ,1,21,NA,NA
11787,GGBKTAO02BMFLB,NA,NA,NA,NA
11788,GGBKTAO02B0WZA,1,21,NA,NA
11789,GGBKTAO02BQDNM,1,21,NA,NA
11790,GGBKTAO02BYDBJ,NA,NA,NA,NA
11791,GGBKTAO02BPK9X,1,21,NA,NA
11792,GGBKTAO02BVATK,NA,NA,NA,NA
11793,GGBKTAO02B0NIB,1,21,318,337
11794,GGBKTAO02BUUY0,NA,NA,NA,NA
11795,GGBKTAO02B06GB,1,21,NA,NA
11796,GGBKTAO02BMB91,1,21,NA,NA
11797,GGBKTAO02BXRAL,1,21,481,500
11798,GGBKTAO02B1VSL,NA,NA,NA,NA
11799,GGBKTAO02BWYRT,NA,NA,NA,NA
11800,GGBKTAO02BYWA7,NA,NA,NA,NA
11801,GGBKTAO02B0DZL,1,21,NA,NA
11802,GGBKTAO02BLM3O,1,21,NA,NA
11803,GGBKTAO02B1SN0,1,21,NA,NA
11804,GGBKTAO02B1SMZ,1,21,NA,NA
11805,GGBKTAO02BQAKT,1,21,317,336
11806,GGBKTAO02BQAIO,1,21,298,317
11807,GGBKTAO02BMR36,1,21,NA,NA
11808,GGBKTAO02BN9T9,1,21,NA,NA
11809,GGBKTAO02BTMM1,1,21,185,204
11810,GGBKTAO02BWFQ1,1,21,NA,NA
11811,GGBKTAO02BWVLO,NA,NA,NA,NA
11812,GGBKTAO02BP4A4,1,21,NA,NA
11813,GGBKTAO02BMIOQ,1,21,NA,NA
11814,GGBKTAO02BRIRV,1,21,NA,NA
11815,GGBKTAO02BP7GC,NA,NA,NA,NA
11816,GGBKTAO02BPUPB,1,21,NA,NA
11817,GGBKTAO02BWFV5,1,21,NA,NA
11818,GGBKTAO02BULER,NA,NA,NA,NA
11819,GGBKTAO02BVGY2,1,21,NA,NA
11820,GGBKTAO02B0Z20,NA,NA,NA,NA
11821,GGBKTAO02BLM14,1,21,NA,NA
11822,GGBKTAO02BVWRZ,1,21,NA,NA
11823,GGBKTAO02B1FYM,NA,NA,NA,NA
11824,GGBKTAO02BSEB4,NA,NA,NA,NA
11825,GGBKTAO02BP4CS,NA,NA,NA,NA
11826,GGBKTAO02BSECH,1,21,NA,NA
11827,GGBKTAO02BUE1A,1,21,NA,NA
11828,GGBKTAO02BT8RZ,1,21,NA,NA
11829,GGBKTAO02BQTJN,1,21,NA,NA
11830,GGBKTAO02B0TSQ,1,21,NA,NA
11831,GGBKTAO02BQM5X,1,21,NA,NA
11832,GGBKTAO02BNNQ5,1,21,NA,NA
11833,GGBKTAO02BRIV3,1,21,NA,NA
11834,GGBKTAO02B15A3,1,21,NA,NA
11835,GGBKTAO02B06JJ,1,21,505,524
11836,GGBKTAO02BVJ9I,NA,NA,NA,NA
11837,GGBKTAO02BLDJE,NA,NA,NA,NA
11838,GGBKTAO02BUBZD,1,21,NA,NA
11839,GGBKTAO02BLJX9,1,21,NA,NA
11840,GGBKTAO02BTY9A,NA,NA,NA,NA
11841,GGBKTAO02BUBZK,1,21,NA,NA
11842,GGBKTAO02BSQZ6,1,21,NA,NA
11843,GGBKTAO02BM7VJ,NA,NA,NA,NA
11844,GGBKTAO02BVDV5,1,21,317,336
11845,GGBKTAO02BSA9J,1,21,NA,NA
11846,GGBKTAO02BR76Q,1,21,NA,NA
11847,GGBKTAO02BS6YQ,NA,NA,NA,NA
11848,GGBKTAO02BZOTG,1,21,NA,NA
11849,GGBKTAO02BWFU9,1,21,NA,NA
11850,GGBKTAO02BVNF4,1,21,NA,NA
11851,GGBKTAO02B0Z2E,1,21,NA,NA
11852,GGBKTAO02BRSB5,1,21,NA,NA
11853,GGBKTAO02B0QNX,1,21,316,335
11854,GGBKTAO02BN9UV,1,21,317,336
11855,GGBKTAO02BLWM8,1,21,NA,NA
11856,GGBKTAO02BL2X5,1,21,NA,NA
11857,GGBKTAO02BRO4O,1,21,NA,NA
11858,GGBKTAO02BRFLC,1,21,359,378
11859,GGBKTAO02BXRA0,NA,NA,NA,NA
11860,GGBKTAO02BRFMD,1,21,NA,NA
11861,GGBKTAO02BZ7QJ,1,21,NA,NA
11862,GGBKTAO02BQZTS,1,21,NA,NA
11863,GGBKTAO02BMCCF,1,21,NA,NA
11864,GGBKTAO02BO2DO,1,21,NA,NA
11865,GGBKTAO02BNA42,1,21,335,354
11866,GGBKTAO02BWCNV,1,21,NA,NA
11867,GGBKTAO02BP39G,1,21,NA,NA
11868,GGBKTAO02BRLWH,1,21,NA,NA
11869,GGBKTAO02BOY5H,1,21,317,336
11870,GGBKTAO02BX94E,1,21,311,330
11871,GGBKTAO02BURS3,NA,NA,NA,NA
11872,GGBKTAO02BY8Y1,1,21,NA,NA
11873,GGBKTAO02BZ1FI,NA,NA,NA,NA
11874,GGBKTAO02BXKXP,1,21,318,337
11875,GGBKTAO02BP38F,1,21,NA,NA
11876,GGBKTAO02BT2G3,1,21,NA,NA
11877,GGBKTAO02BV9J7,NA,NA,NA,NA
11878,GGBKTAO02BQWRN,1,21,301,320
11879,GGBKTAO02BN3N1,1,21,NA,NA
11880,GGBKTAO02BP05O,1,21,NA,NA
11881,GGBKTAO02BLP61,1,21,NA,NA
11882,GGBKTAO02BPUP1,1,21,NA,NA
11883,GGBKTAO02B0J9P,1,21,NA,NA
11884,GGBKTAO02BUH97,1,21,NA,NA
11885,GGBKTAO02BOMJQ,NA,NA,300,319
11886,GGBKTAO02BY8VW,1,21,NA,NA
11887,GGBKTAO02BMVET,1,21,NA,NA
11888,GGBKTAO02BTGEG,1,21,NA,NA
11889,GGBKTAO02BL2SN,1,21,NA,NA
11890,GGBKTAO02BM1QC,1,21,NA,NA
11891,GGBKTAO02BZB7J,1,21,NA,NA
11892,GGBKTAO02BL2UP,1,21,NA,NA
11893,GGBKTAO02BM1O5,1,21,NA,NA
11894,GGBKTAO02BP39O,1,21,NA,NA
11895,GGBKTAO02BMFGE,NA,NA,NA,NA
11896,GGBKTAO02BQAHS,NA,NA,NA,NA
11897,GGBKTAO02BULDZ,1,21,NA,NA
11898,GGBKTAO02BOPPU,1,21,NA,NA
11899,GGBKTAO02BPXZY,1,21,NA,NA
11900,GGBKTAO02BUIB9,1,21,NA,NA
11901,GGBKTAO02BMIP8,1,21,NA,NA
11902,GGBKTAO02BMR78,1,21,NA,NA
11903,GGBKTAO02BLM56,1,21,NA,NA
11904,GGBKTAO02BTV7B,1,21,311,330
11905,GGBKTAO02BNHEG,1,21,NA,NA
11906,GGBKTAO02BMVCO,1,21,NA,NA
11907,GGBKTAO02BX63L,1,21,318,337
11908,GGBKTAO02BXQ5K,NA,NA,NA,NA
11909,GGBKTAO02BP4CN,1,21,NA,NA
11910,GGBKTAO02B1SMC,1,21,NA,NA
11911,GGBKTAO02BRITF,1,21,NA,NA
11912,GGBKTAO02B0NH3,NA,NA,NA,NA
11913,GGBKTAO02BXN4G,NA,NA,NA,NA
11914,GGBKTAO02BTGBS,1,21,318,337
11915,GGBKTAO02BLP57,1,21,NA,NA
11916,GGBKTAO02BMOWP,1,21,NA,NA
11917,GGBKTAO02BMFHB,1,21,NA,NA
11918,GGBKTAO02BTV4K,1,21,NA,NA
11919,GGBKTAO02B1SN9,1,21,NA,NA
11920,GGBKTAO02BQ89K,1,21,NA,NA
11921,GGBKTAO02BSHH2,1,21,NA,NA
11922,GGBKTAO02BPX03,1,21,NA,NA
11923,GGBKTAO02BXKTL,NA,NA,NA,NA
11924,GGBKTAO02BYWBP,1,21,NA,NA
11925,GGBKTAO02BSNZJ,1,21,NA,NA
11926,GGBKTAO02BR71G,NA,NA,NA,NA
11927,GGBKTAO02BXXHA,1,21,NA,NA
11928,GGBKTAO02BYMVP,1,21,NA,NA
11929,GGBKTAO02BLM2U,1,21,316,335
11930,GGBKTAO02BSQZR,NA,NA,NA,NA
11931,GGBKTAO02BW44E,NA,NA,NA,NA
11932,GGBKTAO02BQAKX,1,21,NA,NA
11933,GGBKTAO02BVNBC,1,21,NA,NA
11934,GGBKTAO02BNHGI,1,21,NA,NA
11935,GGBKTAO02BPX0B,NA,NA,NA,NA
11936,GGBKTAO02BMCBH,1,21,301,320
11937,GGBKTAO02BS9YZ,1,21,NA,NA
11938,GGBKTAO02BO2EX,1,21,NA,NA
11939,GGBKTAO02BX61B,1,21,NA,NA
11940,GGBKTAO02BYJL8,1,21,NA,NA
11941,GGBKTAO02BVAOF,1,21,299,318
11942,GGBKTAO02BPH5N,NA,NA,NA,NA
11943,GGBKTAO02BZX60,NA,NA,NA,NA
11944,GGBKTAO02BSED1,1,21,NA,NA
11945,GGBKTAO02BZE8Z,1,21,NA,NA
11946,GGBKTAO02BVQKK,1,21,NA,NA
11947,GGBKTAO02BMU97,1,21,NA,NA
11948,GGBKTAO02B1137,NA,NA,NA,NA
11949,GGBKTAO02B1CRC,1,21,NA,NA
11950,GGBKTAO02BQ57E,1,21,NA,NA
11951,GGBKTAO02BMR9A,1,21,NA,NA
11952,GGBKTAO02BMFLT,1,21,298,317
11953,GGBKTAO02B1YUU,1,21,NA,NA
11954,GGBKTAO02BLP87,1,21,NA,NA
11955,GGBKTAO02BM1N5,NA,NA,NA,NA
11956,GGBKTAO02BPH4X,1,21,NA,NA
11957,GGBKTAO02BLWLD,1,21,335,354
11958,GGBKTAO02BULFQ,1,21,NA,NA
11959,GGBKTAO02BZIFN,1,21,NA,NA
11960,GGBKTAO02BMVCH,1,21,NA,NA
11961,GGBKTAO02B0KBN,1,21,NA,NA
11962,GGBKTAO02BLTA2,1,21,315,334
11963,GGBKTAO02BVWVW,1,21,411,430
11964,GGBKTAO02BMFMA,1,21,NA,NA
11965,GGBKTAO02BL2YD,1,21,NA,NA
11966,GGBKTAO02BND9Y,1,21,NA,NA
11967,GGBKTAO02BN9YG,1,21,280,299
11968,GGBKTAO02BL2XP,1,21,298,317
11969,GGBKTAO02BXUF0,NA,NA,NA,NA
11970,GGBKTAO02BUH68,NA,NA,NA,NA
11971,GGBKTAO02BO2AO,1,21,NA,NA
11972,GGBKTAO02BLDOB,1,21,NA,NA
11973,GGBKTAO02BQ2Z4,1,21,NA,NA
11974,GGBKTAO02B03DI,1,21,NA,NA
11975,GGBKTAO02BRLZG,1,21,501,520
11976,GGBKTAO02BTJL9,1,21,NA,NA
11977,GGBKTAO02B0G6C,1,21,NA,NA
11978,GGBKTAO02BVZZU,NA,NA,NA,NA
11979,GGBKTAO02BLJXJ,1,21,NA,NA
11980,GGBKTAO02BWYQH,NA,NA,NA,NA
11981,GGBKTAO02BPBS1,1,21,NA,NA
11982,GGBKTAO02BQQD1,1,21,NA,NA
11983,GGBKTAO02BLM40,1,21,NA,NA
11984,GGBKTAO02BO8Q4,1,21,NA,NA
11985,GGBKTAO02B09M9,1,21,317,336
11986,GGBKTAO02BRYI8,1,21,NA,NA
11987,GGBKTAO02BNXB0,1,21,NA,NA
11988,GGBKTAO02BZB1Y,1,21,NA,NA
11989,GGBKTAO02BTZET,NA,NA,NA,NA
11990,GGBKTAO02BZ1FT,1,21,NA,NA
11991,GGBKTAO02BM4PV,1,21,NA,NA
11992,GGBKTAO02B1I1N,1,21,NA,NA
11993,GGBKTAO02BZB1U,1,21,NA,NA
11994,GGBKTAO02BVWVA,NA,NA,NA,NA
11995,GGBKTAO02B1PCW,1,21,NA,NA
11996,GGBKTAO02BT8VM,1,21,NA,NA
11997,GGBKTAO02BN0DW,1,21,NA,NA
11998,GGBKTAO02BZX7I,1,21,318,337
11999,GGBKTAO02BNKPE,1,21,NA,NA
12000,GGBKTAO02B1I7Z,1,21,NA,NA
12001,GGBKTAO02BQWN1,NA,NA,NA,NA
12002,GGBKTAO02BVG5C,NA,NA,NA,NA
12003,GGBKTAO02BOSVV,NA,NA,NA,NA
12004,GGBKTAO02B0WYV,1,21,NA,NA
12005,GGBKTAO02BOGAL,1,21,317,336
12006,GGBKTAO02BQGTN,1,21,NA,NA
12007,GGBKTAO02BUX1S,1,21,NA,NA
12008,GGBKTAO02B0G6J,NA,NA,NA,NA
12009,GGBKTAO02BP7EW,1,21,477,496
12010,GGBKTAO02BQZYD,1,21,NA,NA
12011,GGBKTAO02B1L9K,1,21,NA,NA
12012,GGBKTAO02BR1P3,1,21,301,320
12013,GGBKTAO02BQDP1,1,21,NA,NA
12014,GGBKTAO02BP4BM,1,21,NA,NA
12015,GGBKTAO02BN0CN,1,21,301,320
12016,GGBKTAO02BS0LK,NA,NA,NA,NA
12017,GGBKTAO02BPX0Z,1,21,NA,NA
12018,GGBKTAO02BZ4LC,NA,NA,NA,NA
12019,GGBKTAO02BVQI3,1,21,NA,NA
12020,GGBKTAO02BX3XY,1,21,301,320
12021,GGBKTAO02BYJQH,NA,NA,NA,NA
12022,GGBKTAO02BM4SF,NA,NA,NA,NA
12023,GGBKTAO02BM1JV,1,21,NA,NA
12024,GGBKTAO02B0QPW,NA,NA,NA,NA
12025,GGBKTAO02BQGW9,1,21,NA,NA
12026,GGBKTAO02BVTPN,1,21,NA,NA
12027,GGBKTAO02BXUC3,1,21,NA,NA
12028,GGBKTAO02BZU2R,1,21,318,337
12029,GGBKTAO02B0G9S,1,21,NA,NA
12030,GGBKTAO02BTGBD,1,21,317,336
12031,GGBKTAO02BMCB7,1,21,NA,NA
12032,GGBKTAO02BPOFY,1,21,NA,NA
12033,GGBKTAO02BP4B8,1,21,NA,NA
12034,GGBKTAO02BW45U,1,21,NA,NA
12035,GGBKTAO02BN3IW,1,21,NA,NA
12036,GGBKTAO02BSXHN,1,21,295,314
12037,GGBKTAO02BZ4K1,1,21,317,336
12038,GGBKTAO02BOY5K,1,21,NA,NA
12039,GGBKTAO02BL5YH,1,21,NA,NA
12040,GGBKTAO02BS9ZI,1,21,NA,NA
12041,GGBKTAO02BMO3D,1,21,NA,NA
12042,GGBKTAO02BT8UV,1,21,NA,NA
12043,GGBKTAO02BVDT1,NA,NA,NA,NA
12044,GGBKTAO02BO8M4,1,21,NA,NA
12045,GGBKTAO02BLM44,1,21,NA,NA
